Date,Model,Revenue,Quantity Sold,Region,Country,Channel,Engine Type,Cost,Payment Method,Gross Revenue,Total Cost,Net Profit,Percentage of Net Profit
2021-03-24 00:00:00,BMW 6 Series,31027,3,Europe,France,Wholesale,Hybrid,49021.98364,Bank Transfer,93081,147065.9509,-53984.95092,-173.9934603
2021-03-24 00:00:00,BMW X6,90992,2,Asia,Thailand,Online,Gasoline,49021.98364,Installments,181984,98043.96728,83940.03272,92.24990408
2021-03-24 00:00:00,BMW X4,99833,3,Europe,Germany,Dealership,Gasoline,42000,Cash,299499,126000,173499,173.789228
2021-03-24 00:00:00,BMW X5,78196,5,South America,Brazil,Wholesale,Diesel,49021.98364,Bank Transfer,390980,245109.9182,145870.0818,186.5441734
2021-03-24 00:00:00,BMW 3 Series,116069,2,Asia,India,Online,Gasoline,49021.98364,Installments,232138,98043.96728,134094.0327,115.5295839
2021-03-24 00:00:00,BMW X4,79577,3,Europe,Italy,Dealership,Gasoline,70000,Cash,238731,210000,28731,36.10465335
2021-03-25 00:00:00,BMW i4,104210,5,North America,Canada,Dealership,Gasoline,49021.98364,Cash,521050,245109.9182,275940.0818,264.7923249
2021-03-26 00:00:00,BMW X2,39096,4,Europe,Spain,Online,Gasoline,49021.98364,Installments,156384,196087.9346,-39703.93456,-101.5549789
2021-03-26 00:00:00,BMW 1 Series,104135,4,South America,Argentina,Online,Gasoline,49021.98364,Installments,416540,196087.9346,220452.0654,211.6983391
2021-03-26 00:00:00,BMW Z4,89921,4,Europe,Italy,Dealership,Gasoline,42000,Cash,359684,168000,191684,213.1693375
2021-03-26 00:00:00,BMW 1 Series,83565,4,Europe,Germany,Dealership,Gasoline,49021.98364,Cash,334260,196087.9346,138172.0654,165.3468144
2021-03-27 00:00:00,BMW M8,86093,4,Asia,South Korea,Wholesale,Gasoline,40000,Bank Transfer,344372,160000,184372,214.1544609
2021-03-28 00:00:00,BMW X2,115950,1,Asia,Japan,Online,Gasoline,35000,Installments,115950,35000,80950,69.81457525
2021-03-28 00:00:00,BMW M2,119698,3,Africa,Morocco,Online,Gasoline,49021.98364,Installments,359094,147065.9509,212028.0491,177.1358327
2021-03-28 00:00:00,BMW 4 Series,95820,5,Asia,Thailand,Wholesale,Gasoline,49021.98364,Bank Transfer,479100,245109.9182,233990.0818,244.1975389
2021-03-29 00:00:00,BMW 8 Series,114259,5,Asia,Japan,Wholesale,Gasoline,40000,Bank Transfer,571295,200000,371295,324.9590842
2021-03-29 00:00:00,BMW 8 Series,113942,2,South America,Argentina,Wholesale,Gasoline,35000,Bank Transfer,227884,70000,157884,138.5652349
2021-03-29 00:00:00,BMW i8,76456,3,Africa,Kenya,Online,Gasoline,49021.98364,Installments,229368,147065.9509,82302.04908,107.6462921
2021-03-29 00:00:00,BMW X5,42891,1,Africa,South Africa,Dealership,Diesel,49021.98364,Cash,42891,49021.98364,-6130.98364,-14.29433597
2021-03-30 00:00:00,BMW M3,55294,1,Asia,India,Dealership,Gasoline,35000,Cash,55294,35000,20294,36.70199298
2021-03-30 00:00:00,BMW 2 Series,97696,3,Europe,Italy,Wholesale,Gasoline,70000,Bank Transfer,293088,210000,83088,85.04749427
2021-03-31 00:00:00,BMW iX,73114,4,North America,Canada,Online,Gasoline,60000,Installments,292456,240000,52456,71.74549334
2021-03-31 00:00:00,BMW X2,119116,4,South America,Chile,Dealership,Gasoline,49021.98364,Cash,476464,196087.9346,280376.0654,235.3806923
2021-03-31 00:00:00,BMW 5 Series,114984,3,Africa,South Africa,Online,Gasoline,37000,Installments,344952,111000,233952,203.4648299
2021-04-01 00:00:00,BMW M4,34888,5,Asia,China,Dealership,Gasoline,50000,Cash,174440,250000,-75560,-216.5787663
2021-04-01 00:00:00,BMW X6,36795,4,North America,Canada,Online,Gasoline,37000,Installments,147180,148000,-820,-2.228563664
2021-04-02 00:00:00,BMW 6 Series,98901,2,Europe,France,Online,Hybrid,49021.98364,Installments,197802,98043.96728,99758.03272,100.8665562
2021-04-02 00:00:00,BMW 2 Series,71703,1,North America,United States,Online,Gasoline,49021.98364,Installments,71703,49021.98364,22681.01636,31.63189317
2021-04-03 00:00:00,BMW X7,64396,4,Europe,United Kingdom,Wholesale,Gasoline,57676,Bank Transfer,257584,230704,26880,41.74172309
2021-04-03 00:00:00,BMW Z4,109687,5,Asia,South Korea,Wholesale,Gasoline,49021.98364,Bank Transfer,548435,245109.9182,303325.0818,276.5369477
2021-04-03 00:00:00,BMW iX,79699,4,North America,Mexico,Dealership,Gasoline,70000,Cash,318796,280000,38796,48.67815155
2021-04-03 00:00:00,BMW M4,35587,4,North America,Mexico,Wholesale,Gasoline,49021.98364,Bank Transfer,142348,196087.9346,-53739.93456,-151.0100165
2021-04-04 00:00:00,BMW 8 Series,55642,1,Africa,Nigeria,Wholesale,Gasoline,49021.98364,Bank Transfer,55642,49021.98364,6620.01636,11.89751691
2021-04-04 00:00:00,BMW M4,115504,2,Asia,India,Online,Gasoline,54044,Installments,231008,108088,122920,106.4205569
2021-04-04 00:00:00,BMW iX3,58337,2,Africa,Kenya,Online,Gasoline,42000,Installments,116674,84000,32674,56.00905086
2021-04-05 00:00:00,BMW M5,88565,5,North America,Canada,Wholesale,Gasoline,49021.98364,Bank Transfer,442825,245109.9182,197715.0818,223.2429084
2021-04-05 00:00:00,BMW X4,92830,3,South America,Colombia,Online,Gasoline,49021.98364,Installments,278490,147065.9509,131424.0491,141.5749748
2021-04-05 00:00:00,BMW i8,70197,3,South America,Peru,Wholesale,Gasoline,41281,Bank Transfer,210591,123843,86748,123.5779307
2021-04-05 00:00:00,BMW X4,114300,3,North America,Mexico,Online,Gasoline,49021.98364,Installments,342900,147065.9509,195834.0491,171.3333763
2021-04-05 00:00:00,BMW i4,55286,5,Africa,Morocco,Online,Gasoline,49021.98364,Installments,276430,245109.9182,31320.0818,56.65101798
2021-04-06 00:00:00,BMW 6 Series,31634,4,Europe,Italy,Dealership,Hybrid,50000,Cash,126536,200000,-73464,-232.2311437
2021-04-06 00:00:00,BMW Z4,109837,2,Europe,Spain,Online,Gasoline,49021.98364,Installments,219674,98043.96728,121630.0327,110.7368489
2021-04-06 00:00:00,BMW 8 Series,59080,2,North America,Canada,Wholesale,Gasoline,35000,Bank Transfer,118160,70000,48160,81.51658768
2021-04-06 00:00:00,BMW 5 Series,117229,4,North America,Canada,Wholesale,Gasoline,49021.98364,Bank Transfer,468916,196087.9346,272828.0654,232.7308648
2021-04-07 00:00:00,BMW X2,41829,2,Asia,South Korea,Dealership,Gasoline,49021.98364,Cash,83658,98043.96728,-14385.96728,-34.39232896
2021-04-07 00:00:00,BMW X1,71387,2,Africa,Morocco,Dealership,Gasoline,49021.98364,Cash,142774,98043.96728,44730.03272,62.65851306
2021-04-07 00:00:00,BMW X1,98524,3,Asia,Japan,Online,Gasoline,49021.98364,Installments,295572,147065.9509,148506.0491,150.7308362
2021-04-07 00:00:00,BMW 2 Series,105324,3,Asia,Thailand,Wholesale,Gasoline,49021.98364,Bank Transfer,315972,147065.9509,168906.0491,160.3680539
2021-04-09 00:00:00,BMW M2,59681,1,South America,Colombia,Online,Gasoline,49021.98364,Installments,59681,49021.98364,10659.01636,17.85998284
2021-04-09 00:00:00,BMW 4 Series,82488,1,Europe,Italy,Online,Gasoline,40000,Installments,82488,40000,42488,51.50809815
2021-04-09 00:00:00,BMW X7,107154,2,Africa,Morocco,Online,Gasoline,49021.98364,Installments,214308,98043.96728,116264.0327,108.501813
2021-04-11 00:00:00,BMW 3 Series,54715,3,Asia,India,Wholesale,Gasoline,58000,Bank Transfer,164145,174000,-9855,-18.01151421
2021-04-12 00:00:00,BMW X1,31207,1,Africa,Nigeria,Wholesale,Gasoline,42000,Bank Transfer,31207,42000,-10793,-34.58518922
2021-04-12 00:00:00,BMW X1,89789,1,Asia,Japan,Dealership,Gasoline,55000,Cash,89789,55000,34789,38.7452806
2021-04-12 00:00:00,BMW X4,66624,3,Europe,Italy,Dealership,Gasoline,60000,Cash,199872,180000,19872,29.82708934
2021-04-12 00:00:00,BMW i8,48643,1,Asia,Japan,Wholesale,Gasoline,58000,Bank Transfer,48643,58000,-9357,-19.23606685
2021-04-12 00:00:00,BMW 4 Series,87198,4,North America,United States,Dealership,Gasoline,49021.98364,Cash,348792,196087.9346,152704.0654,175.1233577
2021-04-13 00:00:00,BMW X4,106160,4,North America,Canada,Online,Gasoline,49021.98364,Installments,424640,196087.9346,228552.0654,215.2901898
2021-04-13 00:00:00,BMW M2,83219,3,Africa,South Africa,Wholesale,Gasoline,50000,Bank Transfer,249657,150000,99657,119.7527007
2021-04-14 00:00:00,BMW 2 Series,38338,3,North America,Canada,Wholesale,Gasoline,40000,Bank Transfer,115014,120000,-4986,-13.00537326
2021-04-14 00:00:00,BMW X7,66820,1,South America,Peru,Dealership,Gasoline,49021.98364,Cash,66820,49021.98364,17798.01636,26.63576229
2021-04-14 00:00:00,BMW 6 Series,36242,2,Africa,Nigeria,Online,Hybrid,49021.98364,Installments,72484,98043.96728,-25559.96728,-70.52581888
2021-04-14 00:00:00,BMW 1 Series,43764,5,Asia,India,Wholesale,Gasoline,49021.98364,Bank Transfer,218820,245109.9182,-26289.9182,-60.07201855
2021-04-14 00:00:00,BMW X3,103355,4,Africa,Kenya,Online,Hybrid,49021.98364,Installments,413420,196087.9346,217332.0654,210.2772633
2021-04-15 00:00:00,BMW 8 Series,79185,4,Europe,Italy,Online,Gasoline,40000,Installments,316740,160000,156740,197.9415293
2021-04-15 00:00:00,BMW X1,110977,3,South America,Chile,Online,Gasoline,55000,Installments,332931,165000,167931,151.3205439
2021-04-15 00:00:00,BMW M3,62924,2,Asia,Thailand,Dealership,Gasoline,60000,Cash,125848,120000,5848,9.293751192
2021-04-16 00:00:00,BMW 5 Series,94036,3,North America,United States,Online,Gasoline,49021.98364,Installments,282108,147065.9509,135042.0491,143.606756
2021-04-16 00:00:00,BMW iX3,92759,1,Asia,China,Dealership,Gasoline,35000,Cash,92759,35000,57759,62.26781229
2021-04-16 00:00:00,BMW 6 Series,118268,2,Africa,Egypt,Dealership,Hybrid,49021.98364,Cash,236536,98043.96728,138492.0327,117.1001731
2021-04-17 00:00:00,BMW X3,79039,1,North America,Mexico,Dealership,Hybrid,57699,Cash,79039,57699,21340,26.99932944
2021-04-17 00:00:00,BMW 7 Series,91486,4,Africa,Morocco,Wholesale,Gasoline,49021.98364,Bank Transfer,365944,196087.9346,169856.0654,185.6634517
2021-04-18 00:00:00,BMW i3,84501,3,North America,Mexico,Online,Electric,49021.98364,Installments,253503,147065.9509,106437.0491,125.9595142
2021-04-18 00:00:00,BMW X3,60519,3,Asia,Thailand,Dealership,Hybrid,37000,Cash,181557,111000,70557,116.5865265
2021-04-18 00:00:00,BMW M5,48782,5,South America,Peru,Wholesale,Gasoline,49021.98364,Bank Transfer,243910,245109.9182,-1199.9182,-2.459756058
2021-04-18 00:00:00,BMW 4 Series,43351,2,South America,Brazil,Wholesale,Gasoline,70000,Bank Transfer,86702,140000,-53298,-122.9452608
2021-04-19 00:00:00,BMW i8,64161,4,Europe,Spain,Dealership,Gasoline,49021.98364,Cash,256644,196087.9346,60556.06544,94.38142398
2021-04-19 00:00:00,BMW 8 Series,67039,5,Africa,Nigeria,Dealership,Gasoline,49021.98364,Cash,335195,245109.9182,90085.0818,134.3771264
2021-04-20 00:00:00,BMW 3 Series,69884,5,Asia,Thailand,Wholesale,Gasoline,40000,Bank Transfer,349420,200000,149420,213.811459
2021-04-21 00:00:00,BMW X2,47105,3,South America,Brazil,Dealership,Gasoline,70000,Cash,141315,210000,-68685,-145.8125464
2021-04-21 00:00:00,BMW X5,84822,2,North America,Canada,Online,Diesel,49021.98364,Installments,169644,98043.96728,71600.03272,84.41210148
2021-04-21 00:00:00,BMW M3,32017,3,South America,Chile,Wholesale,Gasoline,49021.98364,Bank Transfer,96051,147065.9509,-51014.95092,-159.3370738
2021-04-22 00:00:00,BMW i4,67043,2,Asia,Thailand,Dealership,Gasoline,49021.98364,Cash,134086,98043.96728,36042.03272,53.75957627
2021-04-22 00:00:00,BMW X7,41683,5,Europe,United Kingdom,Dealership,Gasoline,60000,Cash,208415,300000,-91585,-219.7178706
2021-04-22 00:00:00,BMW 4 Series,64816,1,Asia,South Korea,Wholesale,Gasoline,49021.98364,Bank Transfer,64816,49021.98364,15794.01636,24.36746538
2021-04-22 00:00:00,BMW X4,114253,4,North America,Mexico,Online,Gasoline,49021.98364,Installments,457012,196087.9346,260924.0654,228.3739293
2021-04-22 00:00:00,BMW i3,79421,5,Asia,South Korea,Dealership,Electric,58000,Cash,397105,290000,107105,134.8572796
2021-04-23 00:00:00,BMW M4,92054,3,Africa,Nigeria,Dealership,Gasoline,49021.98364,Cash,276162,147065.9509,129096.0491,140.239478
2021-04-23 00:00:00,BMW 4 Series,90938,4,Asia,China,Online,Gasoline,37000,Installments,363752,148000,215752,237.2517539
2021-04-23 00:00:00,BMW i8,104232,5,Europe,Germany,Wholesale,Gasoline,49021.98364,Bank Transfer,521160,245109.9182,276050.0818,264.8419696
2021-04-24 00:00:00,BMW X2,33800,2,Africa,Kenya,Wholesale,Gasoline,49021.98364,Bank Transfer,67600,98043.96728,-30443.96728,-90.07090911
2021-04-24 00:00:00,BMW i3,62956,3,Asia,Thailand,Wholesale,Electric,50000,Bank Transfer,188868,150000,38868,61.73835695
2021-04-24 00:00:00,BMW X6,47660,5,North America,United States,Wholesale,Gasoline,49021.98364,Bank Transfer,238300,245109.9182,-6809.9182,-14.28854008
2021-04-24 00:00:00,BMW 2 Series,62803,2,Europe,Italy,Online,Gasoline,49021.98364,Installments,125606,98043.96728,27562.03272,43.88649065
2021-04-25 00:00:00,BMW X4,74456,2,Asia,China,Online,Gasoline,70000,Installments,148912,140000,8912,11.96948533
2021-04-25 00:00:00,BMW M3,54502,2,Europe,Spain,Wholesale,Gasoline,49021.98364,Bank Transfer,109004,98043.96728,10960.03272,20.10941382
2021-04-25 00:00:00,BMW X5,51938,4,North America,Canada,Wholesale,Diesel,49021.98364,Bank Transfer,207752,196087.9346,11664.06544,22.45767153
2021-04-26 00:00:00,BMW Z4,71813,3,Asia,Thailand,Dealership,Gasoline,35000,Cash,215439,105000,110439,153.7869188
2021-04-26 00:00:00,BMW 3 Series,78522,2,Africa,South Africa,Wholesale,Gasoline,49021.98364,Bank Transfer,157044,98043.96728,59000.03272,75.13821951
2021-04-26 00:00:00,BMW 8 Series,76580,5,South America,Brazil,Wholesale,Gasoline,37000,Bank Transfer,382900,185000,197900,258.4225646
2021-04-26 00:00:00,BMW iX,85541,2,Asia,Japan,Dealership,Gasoline,49021.98364,Cash,171082,98043.96728,73038.03272,85.38365546
2021-04-26 00:00:00,BMW M2,58370,3,North America,Mexico,Dealership,Gasoline,49021.98364,Cash,175110,147065.9509,28044.04908,48.0453128
2021-04-26 00:00:00,BMW X5,42651,4,Europe,Italy,Online,Diesel,49021.98364,Installments,170604,196087.9346,-25483.93456,-59.74991105
2021-04-26 00:00:00,BMW i4,70068,2,Asia,China,Dealership,Gasoline,42042,Cash,140136,84084,56052,79.99657476
2021-04-27 00:00:00,BMW X4,67548,5,South America,Argentina,Online,Gasoline,49021.98364,Installments,337740,245109.9182,92630.0818,137.1322346
2021-04-27 00:00:00,BMW M4,49637,3,Asia,China,Wholesale,Gasoline,49021.98364,Bank Transfer,148911,147065.9509,1845.04908,3.717084191
2021-04-27 00:00:00,BMW X1,33868,2,Europe,France,Online,Gasoline,42000,Installments,67736,84000,-16264,-48.02173143
2021-04-27 00:00:00,BMW X5,43225,4,South America,Chile,Wholesale,Diesel,42000,Bank Transfer,172900,168000,4900,11.33603239
2021-04-28 00:00:00,BMW iX,113956,1,South America,Chile,Online,Gasoline,55000,Installments,113956,55000,58956,51.73575766
2021-04-28 00:00:00,BMW X6,70275,5,North America,United States,Dealership,Gasoline,42000,Cash,351375,210000,141375,201.1739594
2021-04-28 00:00:00,BMW i3,108747,2,Africa,Morocco,Wholesale,Electric,42000,Bank Transfer,217494,84000,133494,122.7564898
2021-04-28 00:00:00,BMW 2 Series,49513,2,North America,United States,Wholesale,Gasoline,40000,Bank Transfer,99026,80000,19026,38.42627189
2021-04-29 00:00:00,BMW X1,92970,1,South America,Chile,Online,Gasoline,50000,Installments,92970,50000,42970,46.2192105
2021-04-29 00:00:00,BMW X1,31011,3,South America,Colombia,Dealership,Gasoline,49021.98364,Cash,93033,147065.9509,-54032.95092,-174.2380153
2021-04-29 00:00:00,BMW i4,113994,1,North America,Canada,Wholesale,Gasoline,49021.98364,Bank Transfer,113994,49021.98364,64972.01636,56.9959966
2021-04-29 00:00:00,BMW M4,43157,3,Asia,Japan,Dealership,Gasoline,49021.98364,Cash,129471,147065.9509,-17594.95092,-40.76963394
2021-04-29 00:00:00,BMW i8,33514,2,Africa,Kenya,Dealership,Gasoline,50000,Cash,67028,100000,-32972,-98.38276541
2021-04-29 00:00:00,BMW 6 Series,47821,1,Europe,United Kingdom,Dealership,Hybrid,70000,Cash,47821,70000,-22179,-46.37920579
2021-04-29 00:00:00,BMW X4,110166,2,North America,Mexico,Online,Gasoline,49021.98364,Installments,220332,98043.96728,122288.0327,111.0034246
2021-04-30 00:00:00,BMW Z4,40920,1,Asia,Japan,Dealership,Gasoline,49021.98364,Cash,40920,49021.98364,-8101.98364,-19.79956901
2021-05-01 00:00:00,BMW M8,80528,2,North America,Mexico,Dealership,Gasoline,49021.98364,Cash,161056,98043.96728,63012.03272,78.24860014
2021-05-01 00:00:00,BMW X4,92293,2,Europe,Spain,Wholesale,Gasoline,49021.98364,Bank Transfer,184586,98043.96728,86542.03272,93.76879365
2021-05-01 00:00:00,BMW M3,97345,2,Europe,Italy,Wholesale,Gasoline,49021.98364,Bank Transfer,194690,98043.96728,96646.03272,99.281969
2021-05-02 00:00:00,BMW 5 Series,52507,4,Europe,France,Dealership,Gasoline,49021.98364,Cash,210028,196087.9346,13940.06544,26.54896574
2021-05-02 00:00:00,BMW X4,112320,1,Africa,Nigeria,Wholesale,Gasoline,35000,Bank Transfer,112320,35000,77320,68.83903134
2021-05-03 00:00:00,BMW M4,95896,4,Europe,Germany,Wholesale,Gasoline,50000,Bank Transfer,383584,200000,183584,191.4407275
2021-05-03 00:00:00,BMW 2 Series,61428,2,Asia,China,Wholesale,Gasoline,37000,Bank Transfer,122856,74000,48856,79.5337631
2021-05-04 00:00:00,BMW 4 Series,50914,5,South America,Argentina,Dealership,Gasoline,49021.98364,Cash,254570,245109.9182,9460.0818,18.58051184
2021-05-04 00:00:00,BMW X1,98498,3,Europe,France,Dealership,Gasoline,58000,Cash,295494,174000,121494,123.3466669
2021-05-04 00:00:00,BMW 6 Series,81362,1,Europe,Spain,Dealership,Hybrid,49021.98364,Cash,81362,49021.98364,32340.01636,39.74830555
2021-05-04 00:00:00,BMW 6 Series,59948,1,South America,Chile,Wholesale,Hybrid,44074,Bank Transfer,59948,44074,15874,26.47961567
2021-05-04 00:00:00,BMW X6,35699,3,Europe,Italy,Online,Gasoline,49021.98364,Installments,107097,147065.9509,-39968.95092,-111.9609819
2021-05-04 00:00:00,BMW X2,96036,4,Europe,Germany,Dealership,Gasoline,45000,Cash,384144,180000,204144,212.5702861
2021-05-04 00:00:00,BMW i3,47275,3,Asia,Japan,Wholesale,Electric,49021.98364,Bank Transfer,141825,147065.9509,-5240.95092,-11.08609396
2021-05-05 00:00:00,BMW M3,119856,5,South America,Peru,Online,Gasoline,49021.98364,Installments,599280,245109.9182,354170.0818,295.4963304
2021-05-05 00:00:00,BMW X7,104712,2,Europe,France,Dealership,Gasoline,49021.98364,Cash,209424,98043.96728,111380.0327,106.3679738
2021-05-05 00:00:00,BMW 3 Series,46938,3,Asia,South Korea,Dealership,Gasoline,42000,Cash,140814,126000,14814,31.56078231
2021-05-05 00:00:00,BMW M5,86632,3,Asia,India,Wholesale,Gasoline,49021.98364,Bank Transfer,259896,147065.9509,112830.0491,130.2406144
2021-05-06 00:00:00,BMW M5,62456,2,Europe,Italy,Wholesale,Gasoline,45467,Bank Transfer,124912,90934,33978,54.40309978
2021-05-07 00:00:00,BMW M3,88835,1,Asia,India,Online,Gasoline,49021.98364,Installments,88835,49021.98364,39813.01636,44.8168136
2021-05-08 00:00:00,BMW X4,95210,5,Africa,Morocco,Wholesale,Gasoline,70000,Bank Transfer,476050,350000,126050,132.3915555
2021-05-08 00:00:00,BMW 3 Series,93705,3,South America,Peru,Online,Gasoline,35000,Installments,281115,105000,176115,187.9462142
2021-05-08 00:00:00,BMW i3,80852,3,Africa,Nigeria,Wholesale,Electric,49021.98364,Bank Transfer,242556,147065.9509,95490.04908,118.1047458
2021-05-08 00:00:00,BMW i3,62380,1,South America,Peru,Wholesale,Electric,49021.98364,Bank Transfer,62380,49021.98364,13358.01636,21.41394094
2021-05-08 00:00:00,BMW i4,48462,5,North America,Canada,Dealership,Gasoline,49021.98364,Cash,242310,245109.9182,-2799.9182,-5.77755396
2021-05-10 00:00:00,BMW 1 Series,35202,2,Africa,Morocco,Wholesale,Gasoline,49021.98364,Bank Transfer,70404,98043.96728,-27639.96728,-78.51817306
2021-05-10 00:00:00,BMW 8 Series,51443,2,Africa,South Africa,Wholesale,Gasoline,42000,Bank Transfer,102886,84000,18886,36.71247789
2021-05-10 00:00:00,BMW M2,107631,4,South America,Colombia,Dealership,Gasoline,45000,Cash,430524,180000,250524,232.7619366
2021-05-11 00:00:00,BMW i4,58080,5,South America,Argentina,Online,Gasoline,49021.98364,Installments,290400,245109.9182,45290.0818,77.97879098
2021-05-11 00:00:00,BMW i8,67487,5,Africa,Egypt,Online,Gasoline,45000,Installments,337435,225000,112435,166.6024568
2021-05-11 00:00:00,BMW iX,38434,3,Europe,United Kingdom,Dealership,Gasoline,40000,Cash,115302,120000,-4698,-12.22355206
2021-05-11 00:00:00,BMW 8 Series,79966,4,South America,Colombia,Dealership,Gasoline,49021.98364,Cash,319864,196087.9346,123776.0654,154.7858658
2021-05-12 00:00:00,BMW iX3,57619,2,North America,United States,Online,Gasoline,49021.98364,Installments,115238,98043.96728,17194.03272,29.84090789
2021-05-12 00:00:00,BMW 8 Series,68938,5,Europe,Spain,Dealership,Gasoline,49021.98364,Cash,344690,245109.9182,99580.0818,144.4487537
2021-05-12 00:00:00,BMW iX3,99269,5,Asia,India,Wholesale,Gasoline,49021.98364,Bank Transfer,496345,245109.9182,251235.0818,253.0851341
2021-05-12 00:00:00,BMW i3,95997,1,Africa,Kenya,Dealership,Electric,45000,Cash,95997,45000,50997,53.12353511
2021-05-13 00:00:00,BMW 7 Series,87811,2,Europe,France,Dealership,Gasoline,60000,Cash,175622,120000,55622,63.34286137
2021-05-13 00:00:00,BMW 8 Series,39533,1,North America,Mexico,Online,Gasoline,45000,Installments,39533,45000,-5467,-13.82895303
2021-05-14 00:00:00,BMW M3,44155,4,South America,Argentina,Online,Gasoline,49021.98364,Installments,176620,196087.9346,-19467.93456,-44.08998881
2021-05-14 00:00:00,BMW X5,111658,5,Europe,Spain,Wholesale,Diesel,36087,Bank Transfer,558290,180435,377855,338.4038761
2021-05-14 00:00:00,BMW iX,92970,4,Africa,Nigeria,Online,Gasoline,49021.98364,Installments,371880,196087.9346,175792.0654,189.0847214
2021-05-14 00:00:00,BMW X1,104732,1,Europe,United Kingdom,Online,Gasoline,43569,Installments,104732,43569,61163,58.39953405
2021-05-14 00:00:00,BMW 1 Series,49374,2,South America,Argentina,Online,Gasoline,49021.98364,Installments,98748,98043.96728,704.03272,1.425917933
2021-05-15 00:00:00,BMW 1 Series,113872,5,Asia,Japan,Dealership,Gasoline,37000,Cash,569360,185000,384360,337.5368835
2021-05-15 00:00:00,BMW M5,49715,2,North America,United States,Dealership,Gasoline,49021.98364,Cash,99430,98043.96728,1386.03272,2.787956794
2021-05-16 00:00:00,BMW i8,52453,4,Africa,Kenya,Wholesale,Gasoline,35000,Bank Transfer,209812,140000,69812,133.0943893
2021-05-17 00:00:00,BMW i4,108183,3,Europe,Italy,Online,Gasoline,49021.98364,Installments,324549,147065.9509,177483.0491,164.0581691
2021-05-17 00:00:00,BMW 1 Series,43583,2,Asia,Japan,Online,Gasoline,49021.98364,Installments,87166,98043.96728,-10877.96728,-24.95919804
2021-05-17 00:00:00,BMW Z4,89596,2,Europe,Spain,Online,Gasoline,49021.98364,Installments,179192,98043.96728,81148.03272,90.57104415
2021-05-18 00:00:00,BMW 6 Series,82635,2,Asia,China,Wholesale,Hybrid,49021.98364,Bank Transfer,165270,98043.96728,67226.03272,81.35297721
2021-05-18 00:00:00,BMW M8,116005,5,Asia,South Korea,Wholesale,Gasoline,70000,Bank Transfer,580025,350000,230025,198.2888669
2021-05-18 00:00:00,BMW 6 Series,41377,4,South America,Argentina,Dealership,Hybrid,58000,Cash,165508,232000,-66492,-160.6979723
2021-05-18 00:00:00,BMW i3,56649,4,South America,Argentina,Dealership,Electric,49021.98364,Cash,226596,196087.9346,30508.06544,53.85455249
2021-05-18 00:00:00,BMW Z4,54740,5,Europe,Italy,Online,Gasoline,49021.98364,Installments,273700,245109.9182,28590.0818,52.22886701
2021-05-19 00:00:00,BMW 6 Series,79835,2,Europe,Italy,Online,Hybrid,49021.98364,Installments,159670,98043.96728,61626.03272,77.19174888
2021-05-19 00:00:00,BMW i3,46631,2,South America,Argentina,Online,Electric,55000,Installments,93262,110000,-16738,-35.89457657
2021-05-19 00:00:00,BMW M2,43979,3,Africa,Morocco,Online,Gasoline,49021.98364,Installments,131937,147065.9509,-15128.95092,-34.40039774
2021-05-20 00:00:00,BMW X7,106629,2,North America,United States,Wholesale,Gasoline,58000,Bank Transfer,213258,116000,97258,91.21158409
2021-05-20 00:00:00,BMW iX3,54409,1,South America,Peru,Online,Gasoline,49021.98364,Installments,54409,49021.98364,5387.01636,9.900965576
2021-05-20 00:00:00,BMW 6 Series,45847,2,Africa,Kenya,Online,Hybrid,49021.98364,Installments,91694,98043.96728,-6349.96728,-13.85034414
2021-05-20 00:00:00,BMW 8 Series,100160,3,Africa,Kenya,Wholesale,Gasoline,49021.98364,Bank Transfer,300480,147065.9509,153414.0491,153.1689787
2021-05-21 00:00:00,BMW 8 Series,97370,1,Asia,India,Online,Gasoline,49021.98364,Installments,97370,49021.98364,48348.01636,49.65391431
2021-05-21 00:00:00,BMW iX,86655,3,South America,Argentina,Online,Gasoline,49021.98364,Installments,259965,147065.9509,112899.0491,130.285672
2021-05-21 00:00:00,BMW i8,104681,3,Asia,China,Wholesale,Gasoline,49021.98364,Bank Transfer,314043,147065.9509,166977.0491,159.5103687
2021-05-22 00:00:00,BMW 6 Series,118475,4,Europe,Germany,Online,Hybrid,49021.98364,Installments,473900,196087.9346,277812.0654,234.490032
2021-05-23 00:00:00,BMW X6,71798,5,Asia,Japan,Wholesale,Gasoline,49021.98364,Bank Transfer,358990,245109.9182,113880.0818,158.6117744
2021-05-23 00:00:00,BMW X4,95533,3,North America,Canada,Dealership,Gasoline,49021.98364,Cash,286599,147065.9509,139533.0491,146.0574347
2021-05-24 00:00:00,BMW 8 Series,100291,2,Europe,United Kingdom,Dealership,Gasoline,60000,Cash,200582,120000,80582,80.34818678
2021-05-24 00:00:00,BMW 3 Series,101052,4,Africa,South Africa,Dealership,Gasoline,49021.98364,Cash,404208,196087.9346,208120.0654,205.9534353
2021-05-24 00:00:00,BMW M8,49887,1,Asia,Japan,Online,Gasoline,49021.98364,Installments,49887,49021.98364,865.01636,1.73395145
2021-05-24 00:00:00,BMW 3 Series,118958,5,Africa,Egypt,Wholesale,Gasoline,70000,Bank Transfer,594790,350000,244790,205.7785101
2021-05-25 00:00:00,BMW X2,104108,4,Asia,South Korea,Wholesale,Gasoline,35000,Bank Transfer,416432,140000,276432,265.5242633
